# Pathway	ERR13731454_genefamilies_uniref90_kegg_orthologs_Coverage
UNMAPPED	1.0000000000
UNINTEGRATED	1.0000000000
UNINTEGRATED|g__Alistipes.s__Alistipes_finegoldii	1.0000000000
UNINTEGRATED|g__Alistipes.s__Alistipes_putredinis	1.0000000000
UNINTEGRATED|g__Bacteroides.s__Bacteroides_massiliensis	1.0000000000
UNINTEGRATED|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1.0000000000
UNINTEGRATED|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	1.0000000000
UNINTEGRATED|g__Roseburia.s__Roseburia_faecis	1.0000000000
UNINTEGRATED|unclassified	1.0000000000
ko03010	0.3750000000
ko03010|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.1736111111
ko03010|g__Bacteroides.s__Bacteroides_massiliensis	0.2152777778
ko03010|unclassified	0.2500000000
ko03010|g__Roseburia.s__Roseburia_faecis	0.0972222222
ko03010|g__Alistipes.s__Alistipes_finegoldii	0.0694444444
ko03010|g__Alistipes.s__Alistipes_putredinis	0.0416666667
ko03010|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0277777778
ko00471	0.6666666667
ko00471|unclassified	0.5000000000
ko00471|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.1666666667
ko00471|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0000000000
ko01055	1.0000000000
ko01055|g__Bacteroides.s__Bacteroides_massiliensis	1.0000000000
ko01055|unclassified	1.0000000000
ko01055|g__Alistipes.s__Alistipes_finegoldii	0.0000000000
ko01051	0.5000000000
ko01051|unclassified	0.5000000000
ko01051|g__Bacteroides.s__Bacteroides_massiliensis	0.0000000000
ko01051|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0000000000
ko00290	0.4090909091
ko00290|unclassified	0.4545454545
ko00290|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0909090909
ko00290|g__Bacteroides.s__Bacteroides_massiliensis	0.0454545455
ko00521	0.2941176471
ko00521|unclassified	0.4117647059
ko00521|g__Alistipes.s__Alistipes_finegoldii	0.0588235294
ko00521|g__Bacteroides.s__Bacteroides_massiliensis	0.1176470588
ko00521|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0588235294
ko00550	0.3243243243
ko00550|unclassified	0.2702702703
ko00550|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0540540541
ko00550|g__Bacteroides.s__Bacteroides_massiliensis	0.1081081081
ko00550|g__Alistipes.s__Alistipes_finegoldii	0.0270270270
ko00300	0.3000000000
ko00300|unclassified	0.2750000000
ko00300|g__Bacteroides.s__Bacteroides_massiliensis	0.1250000000
ko00300|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0250000000
ko00300|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0250000000
ko00300|g__Alistipes.s__Alistipes_finegoldii	0.0500000000
ko00785	0.2500000000
ko00785|g__Alistipes.s__Alistipes_finegoldii	0.2500000000
ko00785|g__Bacteroides.s__Bacteroides_massiliensis	0.2500000000
ko00785|unclassified	0.0000000000
ko00670	0.3333333333
ko00670|unclassified	0.2962962963
ko00670|g__Bacteroides.s__Bacteroides_massiliensis	0.0740740741
ko00670|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.1111111111
ko00670|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0740740741
ko00030	0.2954545455
ko00030|unclassified	0.3181818182
ko00030|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0909090909
ko00030|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0454545455
ko00030|g__Bacteroides.s__Bacteroides_massiliensis	0.0454545455
ko00030|g__Roseburia.s__Roseburia_faecis	0.0227272727
ko00770	0.3793103448
ko00770|unclassified	0.2758620690
ko00770|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0689655172
ko00770|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0689655172
ko00770|g__Bacteroides.s__Bacteroides_massiliensis	0.0000000000
ko00770|g__Roseburia.s__Roseburia_faecis	0.0000000000
ko00061	0.3076923077
ko00061|unclassified	0.2692307692
ko00061|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.1153846154
ko00061|g__Bacteroides.s__Bacteroides_massiliensis	0.0769230769
ko00061|g__Alistipes.s__Alistipes_finegoldii	0.0384615385
ko00061|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0000000000
ko00970	0.3125000000
ko00970|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0781250000
ko00970|g__Bacteroides.s__Bacteroides_massiliensis	0.1093750000
ko00970|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0937500000
ko00970|unclassified	0.1406250000
ko00970|g__Alistipes.s__Alistipes_finegoldii	0.0468750000
ko00970|g__Roseburia.s__Roseburia_faecis	0.0000000000
ko03060	0.2820512821
ko03060|unclassified	0.1794871795
ko03060|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.1025641026
ko03060|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.1025641026
ko03060|g__Alistipes.s__Alistipes_finegoldii	0.0769230769
ko03060|g__Bacteroides.s__Bacteroides_massiliensis	0.0512820513
ko03020	0.1016949153
ko03020|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0169491525
ko03020|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0338983051
ko03020|unclassified	0.0338983051
ko03020|g__Bacteroides.s__Bacteroides_massiliensis	0.0338983051
ko03020|g__Roseburia.s__Roseburia_faecis	0.0169491525
ko00710	0.2222222222
ko00710|unclassified	0.1666666667
ko00020	0.1886792453
ko00020|g__Bacteroides.s__Bacteroides_massiliensis	0.0943396226
ko00020|unclassified	0.1132075472
ko00020|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0188679245
ko00020|g__Alistipes.s__Alistipes_putredinis	0.0188679245
ko04112	0.2258064516
ko04112|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0322580645
ko04112|unclassified	0.1290322581
ko04112|g__Bacteroides.s__Bacteroides_massiliensis	0.0645161290
ko04112|g__Roseburia.s__Roseburia_faecis	0.0322580645
ko04112|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0322580645
ko03430	0.2666666667
ko03430|unclassified	0.2222222222
ko03430|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0444444444
ko03430|g__Bacteroides.s__Bacteroides_massiliensis	0.0444444444
ko03430|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0222222222
ko03440	0.2711864407
ko03440|unclassified	0.2033898305
ko03440|g__Bacteroides.s__Bacteroides_massiliensis	0.0508474576
ko03440|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0508474576
ko03440|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0508474576
ko00511	0.1875000000
ko00511|unclassified	0.2500000000
ko00900	0.2285714286
ko00900|unclassified	0.1428571429
ko00900|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0285714286
ko00900|g__Bacteroides.s__Bacteroides_massiliensis	0.0571428571
ko00900|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0285714286
ko00730	0.2380952381
ko00730|unclassified	0.1428571429
ko00730|g__Roseburia.s__Roseburia_faecis	0.0476190476
ko00730|g__Bacteroides.s__Bacteroides_massiliensis	0.0476190476
ko00730|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0476190476
ko00730|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0476190476
ko04122	0.1904761905
ko04122|unclassified	0.1904761905
ko04122|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0952380952
ko04122|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0476190476
ko04122|g__Bacteroides.s__Bacteroides_massiliensis	0.0000000000
ko00520	0.1775700935
ko00520|unclassified	0.1775700935
ko00520|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0654205607
ko00520|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0467289720
ko00520|g__Bacteroides.s__Bacteroides_massiliensis	0.0280373832
ko00520|g__Alistipes.s__Alistipes_finegoldii	0.0093457944
ko00520|g__Roseburia.s__Roseburia_faecis	0.0093457944
ko00500	0.1645569620
ko00500|unclassified	0.1898734177
ko00500|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0379746835
ko00500|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0253164557
ko00500|g__Alistipes.s__Alistipes_finegoldii	0.0000000000
ko00500|g__Alistipes.s__Alistipes_putredinis	0.0000000000
ko00450	0.2413793103
ko00450|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0000000000
ko00450|g__Roseburia.s__Roseburia_faecis	0.0344827586
ko00450|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0000000000
ko00780	0.2000000000
ko00780|unclassified	0.3000000000
ko00780|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.1000000000
ko00780|g__Bacteroides.s__Bacteroides_massiliensis	0.0000000000
ko00400	0.1935483871
ko00400|unclassified	0.2258064516
ko00400|g__Bacteroides.s__Bacteroides_massiliensis	0.0483870968
ko00400|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0161290323
ko00400|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0000000000
ko00620	0.1506849315
ko00620|unclassified	0.0821917808
ko00620|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0547945205
ko00620|g__Bacteroides.s__Bacteroides_massiliensis	0.0410958904
ko00620|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0273972603
ko00620|g__Roseburia.s__Roseburia_faecis	0.0136986301
ko00660	0.2500000000
ko00660|unclassified	0.3333333333
ko00240	0.1600000000
ko00240|unclassified	0.1066666667
ko00240|g__Bacteroides.s__Bacteroides_massiliensis	0.0400000000
ko00240|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0400000000
ko00240|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0333333333
ko00240|g__Alistipes.s__Alistipes_finegoldii	0.0266666667
ko00240|g__Roseburia.s__Roseburia_faecis	0.0000000000
ko00052	0.1403508772
ko00052|unclassified	0.1403508772
ko00330	0.1520000000
ko00330|unclassified	0.1360000000
ko00330|g__Bacteroides.s__Bacteroides_massiliensis	0.0560000000
ko00330|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0400000000
ko00330|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0080000000
ko00330|g__Roseburia.s__Roseburia_faecis	0.0160000000
ko00330|g__Alistipes.s__Alistipes_finegoldii	0.0080000000
ko00270	0.1515151515
ko00270|unclassified	0.1666666667
ko00270|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0303030303
ko00270|g__Bacteroides.s__Bacteroides_massiliensis	0.0303030303
ko00270|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0000000000
ko00270|g__Alistipes.s__Alistipes_finegoldii	0.0000000000
ko00040	0.1568627451
ko00040|unclassified	0.2156862745
ko00040|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.1176470588
ko00040|g__Bacteroides.s__Bacteroides_massiliensis	0.0000000000
ko00340	0.1578947368
ko00340|unclassified	0.1842105263
ko00340|g__Bacteroides.s__Bacteroides_massiliensis	0.0000000000
ko00340|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0263157895
ko00340|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0000000000
ko00750	0.2000000000
ko00750|g__Bacteroides.s__Bacteroides_massiliensis	0.0666666667
ko00750|unclassified	0.2000000000
ko00750|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0666666667
ko03030	0.1960784314
ko03030|unclassified	0.1764705882
ko03030|g__Bacteroides.s__Bacteroides_massiliensis	0.0392156863
ko03030|g__Alistipes.s__Alistipes_finegoldii	0.0196078431
ko00230	0.1476793249
ko00230|unclassified	0.1308016878
ko00230|g__Bacteroides.s__Bacteroides_massiliensis	0.0337552743
ko00230|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0337552743
ko00230|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0253164557
ko00230|g__Alistipes.s__Alistipes_finegoldii	0.0168776371
ko00230|g__Roseburia.s__Roseburia_faecis	0.0042194093
ko00230|g__Alistipes.s__Alistipes_putredinis	0.0000000000
ko02030	0.1153846154
ko02030|unclassified	0.2307692308
ko00010	0.1250000000
ko00010|unclassified	0.1125000000
ko00010|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0250000000
ko00010|g__Roseburia.s__Roseburia_faecis	0.0125000000
ko00010|g__Alistipes.s__Alistipes_finegoldii	0.0000000000
ko00740	0.1739130435
ko00740|unclassified	0.1739130435
ko00740|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0434782609
ko00260	0.1641791045
ko00260|unclassified	0.1641791045
ko00260|g__Roseburia.s__Roseburia_faecis	0.0000000000
ko00260|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0000000000
ko00260|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0000000000
ko00260|g__Alistipes.s__Alistipes_finegoldii	0.0000000000
ko03070	0.1216216216
ko03070|unclassified	0.1081081081
ko03070|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0270270270
ko02040	0.0731707317
ko02040|unclassified	0.1463414634
ko02040|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0243902439
ko00051	0.1060606061
ko00051|unclassified	0.1818181818
ko00051|g__Bacteroides.s__Bacteroides_massiliensis	0.0303030303
ko00920	0.1250000000
ko00920|unclassified	0.1250000000
ko00910	0.0909090909
ko00910|unclassified	0.0808080808
ko00910|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0101010101
ko00910|g__Alistipes.s__Alistipes_finegoldii	0.0101010101
ko00910|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0000000000
ko00760	0.0571428571
ko00760|unclassified	0.1714285714
ko00760|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0000000000
ko00760|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0000000000
ko00630	0.0606060606
ko00630|unclassified	0.0757575758
ko00473	0.2000000000
ko00473|unclassified	0.2000000000
ko03410	0.0731707317
ko03410|unclassified	0.0731707317
ko03410|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0243902439
ko03410|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0243902439
ko03410|g__Bacteroides.s__Bacteroides_massiliensis	0.0000000000
ko03410|g__Alistipes.s__Alistipes_finegoldii	0.0000000000
ko00540	0.1333333333
ko00540|unclassified	0.1333333333
ko00540|g__Bacteroides.s__Bacteroides_massiliensis	0.0333333333
ko00540|g__Alistipes.s__Alistipes_finegoldii	0.0000000000
ko00790	0.0833333333
ko00790|unclassified	0.0833333333
ko00790|g__Bacteroides.s__Bacteroides_massiliensis	0.0416666667
ko00790|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0000000000
ko00860	0.1238095238
ko00860|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0571428571
ko00860|unclassified	0.0476190476
ko00860|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0000000000
ko00860|g__Bacteroides.s__Bacteroides_massiliensis	0.0190476190
ko00650	0.1159420290
ko00650|unclassified	0.0579710145
ko00121	0.0000000000
ko00121|unclassified	0.0000000000
ko02010	0.0738461538
ko02010|unclassified	0.1076923077
ko02010|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0153846154
ko02010|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0092307692
ko02010|g__Bacteroides.s__Bacteroides_massiliensis	0.0030769231
ko02010|g__Roseburia.s__Roseburia_faecis	0.0061538462
ko02010|g__Alistipes.s__Alistipes_finegoldii	0.0030769231
ko02010|g__Alistipes.s__Alistipes_putredinis	0.0000000000
ko00190	0.0873786408
ko00190|unclassified	0.0679611650
ko00190|g__Bacteroides.s__Bacteroides_massiliensis	0.0242718447
ko00190|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0048543689
ko00190|g__Alistipes.s__Alistipes_finegoldii	0.0097087379
ko00190|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0097087379
ko00190|g__Alistipes.s__Alistipes_putredinis	0.0048543689
ko00190|g__Roseburia.s__Roseburia_faecis	0.0048543689
ko00564	0.0500000000
ko00564|unclassified	0.0750000000
ko00564|g__Bacteroides.s__Bacteroides_massiliensis	0.0000000000
ko00564|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0000000000
ko00564|g__Alistipes.s__Alistipes_finegoldii	0.0125000000
ko00564|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0000000000
ko03018	0.0933333333
ko03018|unclassified	0.1200000000
ko03018|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0000000000
ko03018|g__Bacteroides.s__Bacteroides_massiliensis	0.0000000000
ko03018|g__Roseburia.s__Roseburia_faecis	0.0000000000
ko03420	0.1041666667
ko03420|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0416666667
ko03420|unclassified	0.0625000000
ko03420|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0208333333
ko03420|g__Bacteroides.s__Bacteroides_massiliensis	0.0000000000
ko03420|g__Alistipes.s__Alistipes_finegoldii	0.0000000000
ko00680	0.0860215054
ko00680|unclassified	0.0645161290
ko00680|g__Bacteroides.s__Bacteroides_massiliensis	0.0268817204
ko00680|g__Alistipes.s__Alistipes_finegoldii	0.0215053763
ko02020	0.0559006211
ko02020|unclassified	0.0527950311
ko02020|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0155279503
ko02020|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0124223602
ko02020|g__Bacteroides.s__Bacteroides_massiliensis	0.0093167702
ko02020|g__Roseburia.s__Roseburia_faecis	0.0031055901
ko02020|g__Alistipes.s__Alistipes_finegoldii	0.0000000000
ko00480	0.0789473684
ko00480|unclassified	0.0526315789
ko02060	0.0533333333
ko02060|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0400000000
ko02060|unclassified	0.0133333333
ko00130	0.0769230769
ko00130|unclassified	0.0512820513
ko00130|g__Bacteroides.s__Bacteroides_massiliensis	0.0000000000
ko00130|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0000000000
ko00440	0.0370370370
ko00440|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0370370370
ko00440|unclassified	0.0370370370
ko00440|g__Bacteroides.s__Bacteroides_massiliensis	0.0000000000
ko00561	0.0476190476
ko00561|unclassified	0.0793650794
ko00561|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0000000000
ko01040	0.0344827586
ko01040|unclassified	0.0344827586
ko04146	0.0285714286
ko04146|unclassified	0.0428571429
ko04146|g__Bacteroides.s__Bacteroides_massiliensis	0.0142857143
ko04626	0.0285714286
ko04626|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0142857143
ko04626|unclassified	0.0285714286
ko04626|g__Roseburia.s__Roseburia_faecis	0.0142857143
ko00053	0.0285714286
ko00053|unclassified	0.0285714286
ko05120	0.0181818182
ko05120|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0181818182
ko05120|unclassified	0.0181818182
ko00360	0.0196078431
ko00360|unclassified	0.0000000000
ko00360|g__Bacteroides.s__Bacteroides_massiliensis	0.0196078431
ko00310	0.0185185185
ko00310|unclassified	0.0370370370
ko00362	0.0133333333
ko00362|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0133333333
ko00362|unclassified	0.0000000000
ko00140	0.0285714286
ko00140|unclassified	0.0285714286
ko00633	0.0000000000
ko00633|unclassified	0.0000000000
ko03013	0.0151515152
ko03013|unclassified	0.0151515152
ko03013|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0075757576
ko03013|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0000000000
ko00830	0.0285714286
ko00830|unclassified	0.0285714286
ko00908	0.0000000000
ko00908|unclassified	0.0000000000
ko00120	0.0000000000
ko00120|unclassified	0.0000000000
ko00361	0.0000000000
ko00361|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.0000000000
ko03008	0.0121951220
ko03008|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0.0121951220
ko01053	0.0000000000
ko01053|unclassified	0.0000000000
ko04210	0.0000000000
ko04210|unclassified	0.0161290323
ko00510	0.0000000000
ko00510|g__Bacteroides.s__Bacteroides_massiliensis	0.0000000000